2020-03-11T16:32:12.118402+08:00 , 83
2020-03-11T16:32:13.078320100+08:00 , 83
2020-03-11T16:32:14.166434800+08:00 , 83
2020-03-11T16:32:14.710192+08:00 , 83
2020-03-11T16:32:14.934244900+08:00 , 83
2020-03-11T16:32:15.157792200+08:00 , 83
2020-03-11T16:32:15.366455100+08:00 , 83
2020-03-11T16:32:15.510575600+08:00 , 83
2020-03-11T16:32:15.718276+08:00 , 83
2020-03-11T16:32:15.845946500+08:00 , 83
2020-03-11T16:32:16.054632900+08:00 , 83
2020-03-11T16:32:16.166686+08:00 , 83
2020-03-11T16:32:16.662150200+08:00 , 83
2020-03-11T16:32:16.950727100+08:00 , 83
2020-03-11T16:32:17.142362600+08:00 , 83
2020-03-11T16:32:17.350400800+08:00 , 83
2020-03-11T16:32:17.638992600+08:00 , 83
2020-03-11T16:32:17.910828200+08:00 , 83
2020-03-11T16:32:18.678514100+08:00 , 83
2020-03-11T16:32:21.318746400+08:00 , 83
2020-03-11T16:32:21.431430700+08:00 , 83
2020-03-11T16:32:21.766894200+08:00 , 83
2020-03-11T16:32:23.991365500+08:00 , 83
2020-03-11T16:32:24.295727500+08:00 , 83
2020-03-11T16:32:24.871578700+08:00 , 83
2020-03-11T16:32:28.887718400+08:00 , 83
2020-03-11T16:32:38.729017900+08:00 , 83
2020-03-11T16:32:39.128508400+08:00 , 83
2020-03-11T16:32:40.169170+08:00 , 83
2020-03-11T16:32:40.969034700+08:00 , 83
2020-03-11T16:32:46.345819700+08:00 , 83
2020-03-11T16:32:46.649680300+08:00 , 83
2020-03-11T16:32:46.793514700+08:00 , 83
2020-03-11T16:32:46.922129300+08:00 , 83
2020-03-11T16:33:09.275683+08:00 , 83
2020-03-11T16:33:09.420220800+08:00 , 83
2020-03-11T16:33:09.836290800+08:00 , 83
2020-03-11T16:33:09.980306100+08:00 , 83
2020-03-11T16:33:10.219778+08:00 , 83
2020-03-11T16:33:11.644481300+08:00 , 83
2020-03-11T16:33:14.636393600+08:00 , 83
2020-03-11T16:33:15.212592900+08:00 , 83
2020-03-11T16:33:15.660904400+08:00 , 83
2020-03-11T16:33:16.236365+08:00 , 83
2020-03-11T16:33:16.492991500+08:00 , 83
2020-03-11T16:33:16.685011700+08:00 , 83
2020-03-11T16:33:16.989039800+08:00 , 83
2020-03-11T16:33:17.565104900+08:00 , 83
2020-03-11T16:33:17.725121500+08:00 , 83
2020-03-11T16:33:18.013151700+08:00 , 83
2020-03-11T16:33:18.668962400+08:00 , 83
2020-03-11T16:33:19.197103500+08:00 , 83
2020-03-11T16:33:19.661463400+08:00 , 83
2020-03-11T16:33:19.869250600+08:00 , 83
2020-03-11T16:33:20.221383500+08:00 , 83
2020-03-11T16:33:20.493412300+08:00 , 83
2020-03-11T16:33:20.780806200+08:00 , 83
2020-03-11T16:33:21.261219900+08:00 , 83
2020-03-11T16:33:21.501517800+08:00 , 83
2020-03-11T16:33:21.965069700+08:00 , 83
2020-03-11T16:33:22.429161900+08:00 , 83
2020-03-11T16:33:22.684963200+08:00 , 83
2020-03-11T16:37:13.846091900+08:00 , 83
2020-03-11T16:37:15.814183400+08:00 , 83
2020-03-11T16:37:16.198230+08:00 , 83
2020-03-11T16:37:16.661786+08:00 , 83
2020-03-11T16:37:17.126425100+08:00 , 83
2020-03-11T16:37:38.008527300+08:00 , 83
2020-03-11T16:37:38.508736+08:00 , 83
2020-03-11T16:37:38.541907700+08:00 , 83
2020-03-11T16:37:38.574736500+08:00 , 83
2020-03-11T16:37:38.607712700+08:00 , 83
2020-03-11T16:37:38.640916900+08:00 , 83
2020-03-11T16:37:38.674119900+08:00 , 83
2020-03-11T16:37:38.707325+08:00 , 83
2020-03-11T16:37:38.739552200+08:00 , 83
2020-03-11T16:37:38.772756500+08:00 , 83
2020-03-11T16:37:49.065661500+08:00 , 83
2020-03-11T16:37:49.497707700+08:00 , 83
2020-03-11T16:37:52.378010+08:00 , 83
2020-03-11T16:37:52.842245900+08:00 , 83
2020-03-11T16:37:53.945870700+08:00 , 83
2020-03-11T16:37:54.314214+08:00 , 83
2020-03-11T16:38:07.003549500+08:00 , 83
2020-03-11T16:38:07.195007300+08:00 , 83
2020-03-11T16:38:07.515515+08:00 , 83
2020-03-11T16:38:07.691618400+08:00 , 83
2020-03-11T16:38:08.139393+08:00 , 83
2020-03-11T16:38:09.211828+08:00 , 83
2020-03-11T16:38:23.789471800+08:00 , 83
2020-03-11T16:38:24.317350700+08:00 , 83
2020-03-11T16:38:24.749417+08:00 , 83
2020-03-11T16:38:25.468857200+08:00 , 83
2020-03-11T16:38:25.965368600+08:00 , 83
2020-03-11T16:38:26.317581700+08:00 , 83
2020-03-11T16:38:26.445594400+08:00 , 83
2020-03-11T16:38:26.749649300+08:00 , 83
2020-03-11T16:38:27.229558100+08:00 , 83
2020-03-11T16:38:27.405560+08:00 , 83
2020-03-11T16:38:27.725754+08:00 , 83
2020-03-11T16:38:27.885748600+08:00 , 83
2020-03-11T16:38:28.029762100+08:00 , 83
2020-03-11T16:38:28.589720400+08:00 , 83
2020-03-11T16:38:28.925487500+08:00 , 83
2020-03-11T16:38:29.309896700+08:00 , 83
2020-03-11T16:38:29.421360300+08:00 , 83
2020-03-11T16:38:29.629929600+08:00 , 83
2020-03-11T16:38:30.029922800+08:00 , 83
2020-03-11T16:38:30.382009300+08:00 , 83
2020-03-11T16:38:30.909458700+08:00 , 83
2020-03-11T16:38:31.182093900+08:00 , 83
2020-03-11T16:38:31.534221300+08:00 , 83
2020-03-11T16:38:31.694128900+08:00 , 83
2020-03-11T16:38:31.966199800+08:00 , 83
2020-03-11T16:38:32.061394600+08:00 , 83
2020-03-11T16:38:32.238204700+08:00 , 83
2020-03-11T16:38:32.670139900+08:00 , 83
2020-03-11T16:38:32.894274100+08:00 , 83
2020-03-11T16:39:09.362109600+08:00 , 83
2020-03-11T16:39:09.602156700+08:00 , 83
2020-03-11T16:39:10.434222200+08:00 , 83
2020-03-11T16:39:10.770315900+08:00 , 83
2020-03-11T16:39:11.073821700+08:00 , 83
2020-03-11T16:39:11.249924200+08:00 , 83
2020-03-11T16:39:11.506489600+08:00 , 83
2020-03-11T16:39:11.794369200+08:00 , 83
2020-03-11T16:39:12.002400900+08:00 , 83
2020-03-11T16:39:12.577856100+08:00 , 83
2020-03-11T16:39:12.706461900+08:00 , 83
2020-03-11T16:39:52.774249+08:00 , 83
2020-03-11T16:39:52.998701200+08:00 , 83
2020-03-11T16:39:53.094608+08:00 , 83
2020-03-11T16:39:53.350752400+08:00 , 83
2020-03-11T16:39:53.734798200+08:00 , 83
2020-03-11T16:39:54.166973800+08:00 , 83
2020-03-11T16:39:54.374844800+08:00 , 83
2020-03-11T16:39:55.254938+08:00 , 83
2020-03-11T16:39:55.814816200+08:00 , 83
2020-03-11T16:39:56.055021900+08:00 , 83
2020-03-11T16:39:57.415185900+08:00 , 83
2020-03-11T16:39:59.671225900+08:00 , 83
2020-03-11T16:40:02.023772500+08:00 , 83
2020-03-11T16:40:02.407150+08:00 , 83
2020-03-11T16:40:02.695172200+08:00 , 83
2020-03-11T16:41:38.273782200+08:00 , 83
